dataset,selector,seed,fold,n_selected,outer_error,outer_balanced_error,majority_baseline,inner_error,hypervolume,front_size,n_evaluations,selection_precision,selection_recall,realised_fdr
synthetic_n120_p2000_k10,t-test + BH,20260914,0,100,0.3333333333333333,0.34265734265734266,0.47916666666666663,0.10416666666666667,0.8719270833333334,5,8,0.08,0.8,0.92
synthetic_n120_p2000_k10,t-test + BH,20260914,1,100,0.4166666666666667,0.43356643356643354,0.47916666666666663,0.03125,0.9146875000000001,5,8,0.06,0.6,0.94
synthetic_n120_p2000_k10,t-test + BH,20260914,2,200,0.5,0.5034965034965035,0.47916666666666663,0.09375,0.86703125,6,9,0.04,0.8,0.96
synthetic_n120_p2000_k10,t-test + BH,20260914,3,50,0.2916666666666667,0.2916666666666667,0.46875,0.0625,0.9152604166666667,6,8,0.14,0.7,0.86
synthetic_n120_p2000_k10,t-test + BH,20260914,4,200,0.5833333333333334,0.5833333333333334,0.46875,0.10416666666666667,0.8567708333333334,6,8,0.045,0.9,0.955
synthetic_n120_p2000_k10,t-test + BH,20260915,0,50,0.4166666666666667,0.4195804195804196,0.47916666666666663,0.041666666666666664,0.92328125,6,8,0.1,0.5,0.9
synthetic_n120_p2000_k10,t-test + BH,20260915,1,100,0.4583333333333333,0.47202797202797203,0.47916666666666663,0.041666666666666664,0.9196354166666666,7,8,0.09,0.9,0.91
synthetic_n120_p2000_k10,t-test + BH,20260915,2,200,0.3333333333333333,0.32867132867132864,0.47916666666666663,0.10416666666666667,0.8716666666666668,6,8,0.03,0.6,0.97
synthetic_n120_p2000_k10,t-test + BH,20260915,3,200,0.4166666666666667,0.4166666666666667,0.46875,0.07291666666666667,0.87921875,6,9,0.04,0.8,0.96
synthetic_n120_p2000_k10,t-test + BH,20260915,4,50,0.375,0.375,0.46875,0.11458333333333333,0.86515625,6,8,0.1,0.5,0.9
synthetic_n120_p2000_k10,t-test + BH,20260916,0,200,0.375,0.38111888111888115,0.47916666666666663,0.0625,0.8949999999999999,7,9,0.045,0.9,0.955
synthetic_n120_p2000_k10,t-test + BH,20260916,1,200,0.5416666666666666,0.534965034965035,0.47916666666666663,0.03125,0.8784895833333333,6,8,0.045,0.9,0.955
synthetic_n120_p2000_k10,t-test + BH,20260916,2,50,0.25,0.25874125874125875,0.47916666666666663,0.052083333333333336,0.9004166666666665,5,8,0.14,0.7,0.86
synthetic_n120_p2000_k10,t-test + BH,20260916,3,200,0.2916666666666667,0.29166666666666663,0.46875,0.10416666666666667,0.8612500000000002,7,8,0.04,0.8,0.96
synthetic_n120_p2000_k10,t-test + BH,20260916,4,100,0.4583333333333333,0.45833333333333337,0.46875,0.052083333333333336,0.9028645833333332,7,9,0.08,0.8,0.92
synthetic_n120_p2000_k10,t-test + BH,20260917,0,200,0.5833333333333334,0.5734265734265734,0.47916666666666663,0.07291666666666667,0.8746354166666667,7,8,0.045,0.9,0.955
synthetic_n120_p2000_k10,t-test + BH,20260917,1,100,0.625,0.6188811188811189,0.47916666666666663,0.07291666666666667,0.8955208333333332,6,9,0.07,0.7,0.9299999999999999
synthetic_n120_p2000_k10,t-test + BH,20260917,2,200,0.375,0.38111888111888115,0.47916666666666663,0.07291666666666667,0.85796875,4,9,0.045,0.9,0.955
synthetic_n120_p2000_k10,t-test + BH,20260917,3,50,0.3333333333333333,0.33333333333333337,0.46875,0.07291666666666667,0.8959374999999999,6,8,0.14,0.7,0.86
synthetic_n120_p2000_k10,t-test + BH,20260917,4,50,0.25,0.25,0.46875,0.08333333333333333,0.8891145833333334,6,8,0.12,0.6,0.88
synthetic_n120_p2000_k10,t-test + BH,20260918,0,50,0.25,0.2517482517482518,0.47916666666666663,0.10416666666666667,0.8722916666666666,6,8,0.1,0.5,0.9
synthetic_n120_p2000_k10,t-test + BH,20260918,1,200,0.5,0.48951048951048953,0.47916666666666663,0.07291666666666667,0.87359375,6,8,0.045,0.9,0.955
synthetic_n120_p2000_k10,t-test + BH,20260918,2,200,0.4166666666666667,0.4195804195804196,0.47916666666666663,0.052083333333333336,0.8598958333333333,7,8,0.045,0.9,0.955
synthetic_n120_p2000_k10,t-test + BH,20260918,3,200,0.2916666666666667,0.2916666666666667,0.46875,0.0625,0.8906250000000001,7,9,0.045,0.9,0.955
synthetic_n120_p2000_k10,t-test + BH,20260918,4,50,0.5,0.5,0.46875,0.041666666666666664,0.9355729166666666,6,8,0.1,0.5,0.9
synthetic_n120_p2000_k10,t-test + BH,20260919,0,200,0.6666666666666666,0.6643356643356644,0.47916666666666663,0.07291666666666667,0.8905208333333332,6,8,0.035,0.7,0.965
synthetic_n120_p2000_k10,t-test + BH,20260919,1,200,0.375,0.38111888111888115,0.47916666666666663,0.07291666666666667,0.8872916666666666,7,8,0.045,0.9,0.955
synthetic_n120_p2000_k10,t-test + BH,20260919,2,100,0.3333333333333333,0.32867132867132864,0.47916666666666663,0.13541666666666666,0.8185416666666668,4,8,0.08,0.8,0.92
synthetic_n120_p2000_k10,t-test + BH,20260919,3,100,0.20833333333333334,0.20833333333333331,0.46875,0.052083333333333336,0.9116666666666668,6,8,0.07,0.7,0.9299999999999999
synthetic_n120_p2000_k10,t-test + BH,20260919,4,100,0.2916666666666667,0.29166666666666663,0.46875,0.03125,0.9196354166666667,7,9,0.06,0.6,0.94
synthetic_n120_p2000_k10,t-test + BH,20260920,0,100,0.5416666666666666,0.5279720279720279,0.47916666666666663,0.0625,0.8845833333333334,5,8,0.07,0.7,0.9299999999999999
synthetic_n120_p2000_k10,t-test + BH,20260920,1,100,0.3333333333333333,0.34965034965034963,0.47916666666666663,0.08333333333333333,0.88296875,3,8,0.09,0.9,0.91
synthetic_n120_p2000_k10,t-test + BH,20260920,2,200,0.3333333333333333,0.32867132867132864,0.47916666666666663,0.08333333333333333,0.8484375,7,8,0.04,0.8,0.96
synthetic_n120_p2000_k10,t-test + BH,20260920,3,100,0.3333333333333333,0.33333333333333337,0.46875,0.03125,0.9366666666666665,7,8,0.06,0.6,0.94
synthetic_n120_p2000_k10,t-test + BH,20260920,4,50,0.3333333333333333,0.3333333333333333,0.46875,0.052083333333333336,0.9191666666666668,6,8,0.12,0.6,0.88
synthetic_n120_p2000_k10,t-test + BH,20260921,0,100,0.4166666666666667,0.4125874125874126,0.47916666666666663,0.03125,0.9350520833333333,6,8,0.07,0.7,0.9299999999999999
synthetic_n120_p2000_k10,t-test + BH,20260921,1,100,0.4583333333333333,0.458041958041958,0.47916666666666663,0.09375,0.8831770833333334,8,9,0.06,0.6,0.94
synthetic_n120_p2000_k10,t-test + BH,20260921,2,100,0.4166666666666667,0.4195804195804196,0.47916666666666663,0.07291666666666667,0.8840624999999999,6,8,0.09,0.9,0.91
synthetic_n120_p2000_k10,t-test + BH,20260921,3,100,0.2916666666666667,0.29166666666666663,0.46875,0.08333333333333333,0.8797395833333335,5,8,0.07,0.7,0.9299999999999999
synthetic_n120_p2000_k10,t-test + BH,20260921,4,200,0.5,0.5,0.46875,0.07291666666666667,0.8796354166666667,7,8,0.045,0.9,0.955
synthetic_n120_p2000_k10,t-test + BH,20260922,0,200,0.3333333333333333,0.32867132867132864,0.47916666666666663,0.07291666666666667,0.8678645833333333,6,8,0.04,0.8,0.96
synthetic_n120_p2000_k10,t-test + BH,20260922,1,200,0.5,0.5034965034965035,0.47916666666666663,0.08333333333333333,0.8643229166666667,8,9,0.035,0.7,0.965
synthetic_n120_p2000_k10,t-test + BH,20260922,2,50,0.3333333333333333,0.34265734265734266,0.47916666666666663,0.09375,0.8888020833333333,6,8,0.14,0.7,0.86
synthetic_n120_p2000_k10,t-test + BH,20260922,3,200,0.4166666666666667,0.41666666666666663,0.46875,0.03125,0.8877083333333332,7,8,0.035,0.7,0.965
synthetic_n120_p2000_k10,t-test + BH,20260922,4,100,0.16666666666666666,0.16666666666666666,0.46875,0.0625,0.9029166666666666,6,9,0.07,0.7,0.9299999999999999
synthetic_n120_p2000_k10,t-test + BH,20260923,0,200,0.4166666666666667,0.4125874125874126,0.47916666666666663,0.07291666666666667,0.8888020833333334,7,8,0.05,1.0,0.95
synthetic_n120_p2000_k10,t-test + BH,20260923,1,200,0.375,0.38111888111888115,0.47916666666666663,0.07291666666666667,0.8644270833333334,7,8,0.035,0.7,0.965
synthetic_n120_p2000_k10,t-test + BH,20260923,2,100,0.2916666666666667,0.2972027972027972,0.47916666666666663,0.03125,0.9193229166666667,6,8,0.07,0.7,0.9299999999999999
synthetic_n120_p2000_k10,t-test + BH,20260923,3,200,0.4166666666666667,0.4166666666666667,0.46875,0.07291666666666667,0.8746875000000001,5,8,0.04,0.8,0.96
synthetic_n120_p2000_k10,t-test + BH,20260923,4,50,0.375,0.375,0.46875,0.052083333333333336,0.9136458333333334,5,8,0.12,0.6,0.88
synthetic_n120_p2000_k10,mRMR,20260914,0,35,0.375,0.37412587412587417,0.47916666666666663,0.08333333333333333,0.89953125,5,7,0.17142857142857143,0.6,0.8285714285714285
synthetic_n120_p2000_k10,mRMR,20260914,1,35,0.5,0.5104895104895105,0.47916666666666663,0.08333333333333333,0.8992708333333334,5,7,0.14285714285714285,0.5,0.8571428571428572
synthetic_n120_p2000_k10,mRMR,20260914,2,20,0.3333333333333333,0.34965034965034963,0.47916666666666663,0.125,0.8576041666666667,4,7,0.2,0.4,0.8
synthetic_n120_p2000_k10,mRMR,20260914,3,35,0.2916666666666667,0.29166666666666663,0.46875,0.0625,0.9196875,5,7,0.17142857142857143,0.6,0.8285714285714285
synthetic_n120_p2000_k10,mRMR,20260914,4,50,0.5,0.5,0.46875,0.11458333333333333,0.8664062499999999,6,7,0.1,0.5,0.9
synthetic_n120_p2000_k10,mRMR,20260915,0,50,0.3333333333333333,0.34265734265734266,0.47916666666666663,0.052083333333333336,0.9188541666666666,7,7,0.1,0.5,0.9
synthetic_n120_p2000_k10,mRMR,20260915,1,50,0.5,0.5104895104895105,0.47916666666666663,0.041666666666666664,0.9352604166666666,7,7,0.18,0.9,0.8200000000000001
synthetic_n120_p2000_k10,mRMR,20260915,2,20,0.2916666666666667,0.2972027972027972,0.47916666666666663,0.11458333333333333,0.8716666666666668,5,7,0.25,0.5,0.75
synthetic_n120_p2000_k10,mRMR,20260915,3,35,0.4166666666666667,0.41666666666666663,0.46875,0.09375,0.8888541666666666,6,7,0.2,0.7,0.8
synthetic_n120_p2000_k10,mRMR,20260915,4,50,0.375,0.375,0.46875,0.125,0.85890625,7,7,0.1,0.5,0.9
synthetic_n120_p2000_k10,mRMR,20260916,0,50,0.25,0.2517482517482518,0.47916666666666663,0.07291666666666667,0.9078125,5,7,0.1,0.5,0.9
synthetic_n120_p2000_k10,mRMR,20260916,1,5,0.4166666666666667,0.4125874125874126,0.47916666666666663,0.19791666666666666,0.7961979166666666,3,7,0.6,0.3,0.4
synthetic_n120_p2000_k10,mRMR,20260916,2,50,0.25,0.25874125874125875,0.47916666666666663,0.041666666666666664,0.9136979166666666,6,7,0.14,0.7,0.86
synthetic_n120_p2000_k10,mRMR,20260916,3,35,0.2916666666666667,0.29166666666666663,0.46875,0.13541666666666666,0.8497916666666668,5,7,0.17142857142857143,0.6,0.8285714285714285
synthetic_n120_p2000_k10,mRMR,20260916,4,50,0.4583333333333333,0.45833333333333337,0.46875,0.07291666666666667,0.9003125000000001,6,7,0.1,0.5,0.9
synthetic_n120_p2000_k10,mRMR,20260917,0,35,0.25,0.23076923076923078,0.47916666666666663,0.13541666666666666,0.8527604166666667,4,7,0.14285714285714285,0.5,0.8571428571428572
synthetic_n120_p2000_k10,mRMR,20260917,1,20,0.4583333333333333,0.44405594405594406,0.47916666666666663,0.125,0.8644791666666665,5,7,0.25,0.5,0.75
synthetic_n120_p2000_k10,mRMR,20260917,2,5,0.375,0.37412587412587417,0.47916666666666663,0.17708333333333334,0.8163020833333333,2,7,0.6,0.3,0.4
synthetic_n120_p2000_k10,mRMR,20260917,3,35,0.20833333333333334,0.20833333333333331,0.46875,0.07291666666666667,0.9021874999999999,6,7,0.17142857142857143,0.6,0.8285714285714285
synthetic_n120_p2000_k10,mRMR,20260917,4,50,0.25,0.25,0.46875,0.08333333333333333,0.8919791666666667,7,7,0.12,0.6,0.88
synthetic_n120_p2000_k10,mRMR,20260918,0,50,0.25,0.2517482517482518,0.47916666666666663,0.0625,0.9097916666666666,6,7,0.1,0.5,0.9
synthetic_n120_p2000_k10,mRMR,20260918,1,35,0.4583333333333333,0.458041958041958,0.47916666666666663,0.07291666666666667,0.9082291666666666,6,7,0.17142857142857143,0.6,0.8285714285714285
synthetic_n120_p2000_k10,mRMR,20260918,2,20,0.375,0.37412587412587417,0.47916666666666663,0.14583333333333334,0.84296875,4,7,0.2,0.4,0.8
synthetic_n120_p2000_k10,mRMR,20260918,3,20,0.2916666666666667,0.29166666666666663,0.46875,0.11458333333333333,0.8748958333333334,4,7,0.2,0.4,0.8
synthetic_n120_p2000_k10,mRMR,20260918,4,50,0.5,0.5,0.46875,0.041666666666666664,0.9342708333333333,7,7,0.1,0.5,0.9
synthetic_n120_p2000_k10,mRMR,20260919,0,20,0.4583333333333333,0.465034965034965,0.47916666666666663,0.10416666666666667,0.8819270833333333,5,7,0.25,0.5,0.75
synthetic_n120_p2000_k10,mRMR,20260919,1,50,0.375,0.38111888111888115,0.47916666666666663,0.09375,0.8914583333333334,6,7,0.1,0.5,0.9
synthetic_n120_p2000_k10,mRMR,20260919,2,50,0.3333333333333333,0.32867132867132864,0.47916666666666663,0.125,0.8500520833333335,4,7,0.12,0.6,0.88
synthetic_n120_p2000_k10,mRMR,20260919,3,50,0.3333333333333333,0.33333333333333337,0.46875,0.0625,0.9158333333333333,5,7,0.14,0.7,0.86
synthetic_n120_p2000_k10,mRMR,20260919,4,50,0.5416666666666666,0.5416666666666667,0.46875,0.09375,0.8884895833333334,7,7,0.08,0.4,0.92
synthetic_n120_p2000_k10,mRMR,20260920,0,50,0.4583333333333333,0.45104895104895104,0.47916666666666663,0.09375,0.8825,6,7,0.14,0.7,0.86
synthetic_n120_p2000_k10,mRMR,20260920,1,50,0.3333333333333333,0.34965034965034963,0.47916666666666663,0.0625,0.9116145833333333,3,7,0.08,0.4,0.92
synthetic_n120_p2000_k10,mRMR,20260920,2,50,0.4166666666666667,0.40559440559440557,0.47916666666666663,0.13541666666666666,0.8489583333333333,6,7,0.12,0.6,0.88
synthetic_n120_p2000_k10,mRMR,20260920,3,35,0.3333333333333333,0.33333333333333337,0.46875,0.041666666666666664,0.9364062499999999,6,7,0.17142857142857143,0.6,0.8285714285714285
synthetic_n120_p2000_k10,mRMR,20260920,4,35,0.3333333333333333,0.33333333333333337,0.46875,0.052083333333333336,0.9224479166666667,5,7,0.17142857142857143,0.6,0.8285714285714285
synthetic_n120_p2000_k10,mRMR,20260921,0,35,0.3333333333333333,0.3356643356643357,0.47916666666666663,0.0625,0.9259375,5,7,0.17142857142857143,0.6,0.8285714285714285
synthetic_n120_p2000_k10,mRMR,20260921,1,35,0.4583333333333333,0.47202797202797203,0.47916666666666663,0.08333333333333333,0.8966666666666667,6,7,0.11428571428571428,0.4,0.8857142857142857
synthetic_n120_p2000_k10,mRMR,20260921,2,50,0.4583333333333333,0.458041958041958,0.47916666666666663,0.13541666666666666,0.8528124999999999,5,7,0.12,0.6,0.88
synthetic_n120_p2000_k10,mRMR,20260921,3,50,0.25,0.25,0.46875,0.09375,0.8846875000000001,5,7,0.14,0.7,0.86
synthetic_n120_p2000_k10,mRMR,20260921,4,50,0.4166666666666667,0.41666666666666663,0.46875,0.11458333333333333,0.8642708333333333,6,7,0.14,0.7,0.86
synthetic_n120_p2000_k10,mRMR,20260922,0,35,0.16666666666666666,0.16083916083916083,0.47916666666666663,0.125,0.85796875,6,7,0.17142857142857143,0.6,0.8285714285714285
synthetic_n120_p2000_k10,mRMR,20260922,1,50,0.5416666666666666,0.5419580419580419,0.47916666666666663,0.125,0.8584375,6,7,0.1,0.5,0.9
synthetic_n120_p2000_k10,mRMR,20260922,2,50,0.2916666666666667,0.2972027972027972,0.47916666666666663,0.09375,0.88828125,6,7,0.14,0.7,0.86
synthetic_n120_p2000_k10,mRMR,20260922,3,50,0.4166666666666667,0.41666666666666663,0.46875,0.041666666666666664,0.9218229166666666,7,7,0.12,0.6,0.88
synthetic_n120_p2000_k10,mRMR,20260922,4,50,0.375,0.375,0.46875,0.08333333333333333,0.8925,5,7,0.08,0.4,0.92
synthetic_n120_p2000_k10,mRMR,20260923,0,50,0.3333333333333333,0.34265734265734266,0.47916666666666663,0.052083333333333336,0.9208333333333334,7,7,0.14,0.7,0.86
synthetic_n120_p2000_k10,mRMR,20260923,1,35,0.3333333333333333,0.3356643356643357,0.47916666666666663,0.11458333333333333,0.8732812500000001,6,7,0.11428571428571428,0.4,0.8857142857142857
synthetic_n120_p2000_k10,mRMR,20260923,2,50,0.4583333333333333,0.47202797202797203,0.47916666666666663,0.052083333333333336,0.9135937500000001,7,7,0.08,0.4,0.92
synthetic_n120_p2000_k10,mRMR,20260923,3,35,0.375,0.375,0.46875,0.09375,0.8791145833333334,5,7,0.2,0.7,0.8
synthetic_n120_p2000_k10,mRMR,20260923,4,50,0.375,0.375,0.46875,0.052083333333333336,0.9183333333333333,6,7,0.12,0.6,0.88
synthetic_n120_p2000_k10,LASSO path,20260914,0,51,0.2916666666666667,0.2902097902097902,0.47916666666666663,0.0,0.9474479166666666,3,7,0.1568627450980392,0.8,0.8431372549019608
synthetic_n120_p2000_k10,LASSO path,20260914,1,60,0.5416666666666666,0.548951048951049,0.47916666666666663,0.0,0.9565104166666666,4,7,0.11666666666666667,0.7,0.8833333333333333
synthetic_n120_p2000_k10,LASSO path,20260914,2,68,0.5,0.5174825174825175,0.47916666666666663,0.0,0.9327083333333334,4,7,0.10294117647058823,0.7,0.8970588235294118
synthetic_n120_p2000_k10,LASSO path,20260914,3,47,0.25,0.25,0.46875,0.0,0.9457291666666667,3,7,0.19148936170212766,0.9,0.8085106382978724
synthetic_n120_p2000_k10,LASSO path,20260914,4,67,0.4583333333333333,0.45833333333333337,0.46875,0.0,0.9455729166666667,3,7,0.11940298507462686,0.8,0.8805970149253731
synthetic_n120_p2000_k10,LASSO path,20260915,0,97,0.3333333333333333,0.3356643356643357,0.47916666666666663,0.0,0.9438541666666665,3,7,0.07216494845360824,0.7,0.9278350515463918
synthetic_n120_p2000_k10,LASSO path,20260915,1,61,0.375,0.38111888111888115,0.47916666666666663,0.0,0.9523958333333334,4,7,0.14754098360655737,0.9,0.8524590163934427
synthetic_n120_p2000_k10,LASSO path,20260915,2,65,0.375,0.36713286713286714,0.47916666666666663,0.0,0.9478125,4,7,0.12307692307692308,0.8,0.8769230769230769
synthetic_n120_p2000_k10,LASSO path,20260915,3,51,0.4166666666666667,0.41666666666666663,0.46875,0.0,0.9463541666666667,3,7,0.13725490196078433,0.7,0.8627450980392157
synthetic_n120_p2000_k10,LASSO path,20260915,4,79,0.4166666666666667,0.4166666666666667,0.46875,0.0,0.93265625,5,7,0.11392405063291139,0.9,0.8860759493670887
synthetic_n120_p2000_k10,LASSO path,20260916,0,32,0.375,0.37412587412587417,0.47916666666666663,0.0,0.949375,2,7,0.1875,0.6,0.8125
synthetic_n120_p2000_k10,LASSO path,20260916,1,54,0.375,0.37412587412587417,0.47916666666666663,0.0,0.9424479166666668,3,7,0.16666666666666666,0.9,0.8333333333333334
synthetic_n120_p2000_k10,LASSO path,20260916,2,53,0.25,0.2517482517482518,0.47916666666666663,0.0,0.95109375,4,7,0.16981132075471697,0.9,0.8301886792452831
synthetic_n120_p2000_k10,LASSO path,20260916,3,67,0.3333333333333333,0.3333333333333333,0.46875,0.0,0.9450000000000001,4,7,0.1044776119402985,0.7,0.8955223880597015
synthetic_n120_p2000_k10,LASSO path,20260916,4,56,0.5,0.5,0.46875,0.0,0.94328125,3,7,0.10714285714285714,0.6,0.8928571428571429
synthetic_n120_p2000_k10,LASSO path,20260917,0,54,0.4166666666666667,0.40559440559440557,0.47916666666666663,0.0,0.9404166666666668,3,7,0.14814814814814814,0.8,0.8518518518518519
synthetic_n120_p2000_k10,LASSO path,20260917,1,51,0.5416666666666666,0.534965034965035,0.47916666666666663,0.0,0.9571875000000001,3,7,0.11764705882352941,0.6,0.8823529411764706
synthetic_n120_p2000_k10,LASSO path,20260917,2,57,0.3333333333333333,0.34265734265734266,0.47916666666666663,0.0,0.9343750000000001,3,7,0.14035087719298245,0.8,0.8596491228070176
synthetic_n120_p2000_k10,LASSO path,20260917,3,72,0.375,0.375,0.46875,0.0,0.9379166666666667,3,7,0.09722222222222222,0.7,0.9027777777777778
synthetic_n120_p2000_k10,LASSO path,20260917,4,46,0.20833333333333334,0.20833333333333331,0.46875,0.0,0.9476041666666666,3,7,0.17391304347826086,0.8,0.8260869565217391
synthetic_n120_p2000_k10,LASSO path,20260918,0,49,0.25,0.25874125874125875,0.47916666666666663,0.0,0.94375,3,7,0.14285714285714285,0.7,0.8571428571428572
synthetic_n120_p2000_k10,LASSO path,20260918,1,50,0.4583333333333333,0.45104895104895104,0.47916666666666663,0.0,0.9461458333333332,3,7,0.16,0.8,0.84
synthetic_n120_p2000_k10,LASSO path,20260918,2,55,0.4166666666666667,0.43356643356643354,0.47916666666666663,0.0,0.93515625,3,7,0.16363636363636364,0.9,0.8363636363636364
synthetic_n120_p2000_k10,LASSO path,20260918,3,46,0.25,0.25,0.46875,0.0,0.9448958333333333,3,7,0.17391304347826086,0.8,0.8260869565217391
synthetic_n120_p2000_k10,LASSO path,20260918,4,43,0.3333333333333333,0.33333333333333337,0.46875,0.0,0.9527083333333334,3,7,0.16279069767441862,0.7,0.8372093023255813
synthetic_n120_p2000_k10,LASSO path,20260919,0,52,0.5833333333333334,0.5804195804195804,0.47916666666666663,0.0,0.94875,3,7,0.15384615384615385,0.8,0.8461538461538461
synthetic_n120_p2000_k10,LASSO path,20260919,1,53,0.25,0.2517482517482518,0.47916666666666663,0.0,0.9346875,3,7,0.1320754716981132,0.7,0.8679245283018868
synthetic_n120_p2000_k10,LASSO path,20260919,2,69,0.2916666666666667,0.2902097902097902,0.47916666666666663,0.0,0.9530208333333334,4,7,0.11594202898550725,0.8,0.8840579710144928
synthetic_n120_p2000_k10,LASSO path,20260919,3,55,0.375,0.375,0.46875,0.0,0.9383333333333334,3,7,0.12727272727272726,0.7,0.8727272727272728
synthetic_n120_p2000_k10,LASSO path,20260919,4,40,0.4166666666666667,0.4166666666666667,0.46875,0.0,0.9536458333333333,3,7,0.125,0.5,0.875
synthetic_n120_p2000_k10,LASSO path,20260920,0,33,0.25,0.23776223776223776,0.47916666666666663,0.0,0.9458333333333333,2,7,0.2727272727272727,0.9,0.7272727272727273
synthetic_n120_p2000_k10,LASSO path,20260920,1,45,0.3333333333333333,0.34965034965034963,0.47916666666666663,0.0,0.9557291666666666,3,7,0.17777777777777778,0.8,0.8222222222222222
synthetic_n120_p2000_k10,LASSO path,20260920,2,58,0.4583333333333333,0.458041958041958,0.47916666666666663,0.0,0.9470833333333334,4,7,0.13793103448275862,0.8,0.8620689655172413
synthetic_n120_p2000_k10,LASSO path,20260920,3,64,0.3333333333333333,0.3333333333333333,0.46875,0.0,0.9408854166666667,4,7,0.09375,0.6,0.90625
synthetic_n120_p2000_k10,LASSO path,20260920,4,37,0.3333333333333333,0.33333333333333337,0.46875,0.0,0.9425520833333333,2,7,0.13513513513513514,0.5,0.8648648648648649
synthetic_n120_p2000_k10,LASSO path,20260921,0,72,0.375,0.36713286713286714,0.47916666666666663,0.0,0.9493229166666667,4,7,0.09722222222222222,0.7,0.9027777777777778
synthetic_n120_p2000_k10,LASSO path,20260921,1,66,0.2916666666666667,0.30419580419580416,0.47916666666666663,0.0,0.944375,5,7,0.10606060606060606,0.7,0.8939393939393939
synthetic_n120_p2000_k10,LASSO path,20260921,2,63,0.5416666666666666,0.5419580419580419,0.47916666666666663,0.0,0.9435937499999999,4,7,0.09523809523809523,0.6,0.9047619047619048
synthetic_n120_p2000_k10,LASSO path,20260921,3,53,0.4166666666666667,0.41666666666666663,0.46875,0.0,0.9502604166666667,3,7,0.1509433962264151,0.8,0.8490566037735849
synthetic_n120_p2000_k10,LASSO path,20260921,4,31,0.4166666666666667,0.41666666666666663,0.46875,0.0,0.9397916666666668,2,7,0.22580645161290322,0.7,0.7741935483870968
synthetic_n120_p2000_k10,LASSO path,20260922,0,56,0.20833333333333334,0.2062937062937063,0.47916666666666663,0.0,0.9399479166666665,3,7,0.14285714285714285,0.8,0.8571428571428572
synthetic_n120_p2000_k10,LASSO path,20260922,1,55,0.4166666666666667,0.40559440559440557,0.47916666666666663,0.0,0.9502604166666666,3,7,0.12727272727272726,0.7,0.8727272727272728
synthetic_n120_p2000_k10,LASSO path,20260922,2,50,0.125,0.12937062937062938,0.47916666666666663,0.0,0.9484895833333332,3,7,0.14,0.7,0.86
synthetic_n120_p2000_k10,LASSO path,20260922,3,27,0.25,0.25,0.46875,0.0,0.9524479166666666,2,7,0.2222222222222222,0.6,0.7777777777777778
synthetic_n120_p2000_k10,LASSO path,20260922,4,48,0.5,0.5,0.46875,0.0,0.9524479166666667,3,7,0.16666666666666666,0.8,0.8333333333333334
synthetic_n120_p2000_k10,LASSO path,20260923,0,49,0.5,0.5104895104895105,0.47916666666666663,0.0,0.93890625,3,7,0.12244897959183673,0.6,0.8775510204081632
synthetic_n120_p2000_k10,LASSO path,20260923,1,62,0.375,0.38111888111888115,0.47916666666666663,0.0,0.9422395833333334,4,7,0.0967741935483871,0.6,0.9032258064516129
synthetic_n120_p2000_k10,LASSO path,20260923,2,59,0.4583333333333333,0.47902097902097907,0.47916666666666663,0.0,0.943125,3,7,0.1016949152542373,0.6,0.8983050847457628
synthetic_n120_p2000_k10,LASSO path,20260923,3,59,0.3333333333333333,0.33333333333333337,0.46875,0.0,0.94328125,4,7,0.11864406779661017,0.7,0.8813559322033898
synthetic_n120_p2000_k10,LASSO path,20260923,4,57,0.375,0.375,0.46875,0.0,0.9467708333333333,4,7,0.12280701754385964,0.7,0.8771929824561404
synthetic_n120_p2000_k10,Knockoff+,20260914,0,0,0.4583333333333333,0.5,0.47916666666666663,1.0,0.0,0,0,0.0,0.0,0.0
synthetic_n120_p2000_k10,Knockoff+,20260914,1,0,0.4583333333333333,0.5,0.47916666666666663,1.0,0.0,0,0,0.0,0.0,0.0
synthetic_n120_p2000_k10,Knockoff+,20260914,2,0,0.4583333333333333,0.5,0.47916666666666663,1.0,0.0,0,0,0.0,0.0,0.0
synthetic_n120_p2000_k10,Knockoff+,20260914,3,0,0.5,0.5,0.46875,1.0,0.0,0,0,0.0,0.0,0.0
synthetic_n120_p2000_k10,Knockoff+,20260914,4,0,0.5,0.5,0.46875,1.0,0.0,0,0,0.0,0.0,0.0
synthetic_n120_p2000_k10,Knockoff+,20260915,0,0,0.4583333333333333,0.5,0.47916666666666663,1.0,0.0,0,0,0.0,0.0,0.0
synthetic_n120_p2000_k10,Knockoff+,20260915,1,0,0.4583333333333333,0.5,0.47916666666666663,1.0,0.0,0,0,0.0,0.0,0.0
synthetic_n120_p2000_k10,Knockoff+,20260915,2,0,0.4583333333333333,0.5,0.47916666666666663,1.0,0.0,0,0,0.0,0.0,0.0
synthetic_n120_p2000_k10,Knockoff+,20260915,3,0,0.5,0.5,0.46875,1.0,0.0,0,0,0.0,0.0,0.0
synthetic_n120_p2000_k10,Knockoff+,20260915,4,0,0.5,0.5,0.46875,1.0,0.0,0,0,0.0,0.0,0.0
synthetic_n120_p2000_k10,Knockoff+,20260916,0,0,0.4583333333333333,0.5,0.47916666666666663,1.0,0.0,0,0,0.0,0.0,0.0
synthetic_n120_p2000_k10,Knockoff+,20260916,1,0,0.4583333333333333,0.5,0.47916666666666663,1.0,0.0,0,0,0.0,0.0,0.0
